Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
15.2,6,83.1,70.11400640575582,0.0,0.1,0.0,0.2,0.3,0.0,0.0,3,1,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.8,0.8,1094,60,214,109.4,58.11903493884101,109.4,0.0157764911651611,10,3377.822222222222
28.8,6,77.7,49.4227245572132,0.2,0.2,0.0,0.1,0.7,0.0,0.0,7,2,2,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,754,60,156,75.4,28.70617432616969,75.4,0.0205538034439086,10,824.0444444444441
17.6,17,111.7,12.49545754220784,0.1,0.0,0.0,0.1,0.4,0.0,0.0,4,0,1,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1267,60,385,126.7,112.47720756767669,126.7,0.0818362951278686,10,12651.122222222222
21.6,6,99.1,31.55379517097923,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1239,60,230,123.9,71.5952357198283,123.9,0.033040714263916,10,5125.877777777778
6.4,17,113.4,21.55140361712601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0,1696,60,224,169.6,69.8875286919395,169.6,0.0496161937713623,10,4884.266666666666
8.0,17,53.9,77.26849685532274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,696,60,90,69.6,14.104372844381752,69.6,0.0129421949386596,10,198.93333333333337
16.8,17,86.7,20.752056625160613,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,1.0,1.0,996,60,214,99.6,48.87898889661646,99.6,0.0491873025894165,10,2389.155555555556
8.0,17,91.8,66.22818804663112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,858,60,214,85.8,47.0479660677389,85.8,0.0159250020980834,10,2213.5111111111105
6.4,17,60.7,37.75339476891448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.8,0.8,848,60,214,84.8,47.4617975030679,84.8,0.0273634910583496,10,2252.6222222222223
12.8,17,76.2,22.67548030528045,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1142,60,230,114.2,60.622328119816274,114.2,0.0455629110336303,10,3675.0666666666666
23.2,6,102.8,15.565752186247018,0.0,0.1,0.0,0.2,0.5,0.0,0.0,5,1,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1100,60,230,110.0,62.78003929063229,110.0,0.0648931980133056,10,3941.3333333333335
19.6,6,129.4,35.3604455396714,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.9,0.9,960,60,218,96.0,51.66344075950721,96.0,0.0462158918380737,10,2669.1111111111118
8.8,17,146.8,35.64124091188737,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.1,0.1,0.0,0.9,0.9,1807,60,230,180.7,65.00264951864996,180.7,0.0414546012878418,10,4225.344444444444
22.4,6,145.8,233.91355752607217,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,885,60,131,88.5,25.246561922148704,88.5,0.0098886013031005,10,637.3888888888889
24.8,6,60.4,155.6229848209946,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,956,60,176,95.6,47.87994244867979,95.6,0.0068496942520141,10,2292.488888888889
19.6,6,121.3,97.19498997763796,0.0,0.2,0.0,0.2,0.5,0.0,0.0,5,2,0,0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1014,60,263,101.4,69.42814030828326,101.4,0.0106250047683715,10,4820.266666666666
23.6,6,131.9,74.15488301208951,0.2,0.0,0.0,0.4,1.0,0.0,0.0,10,0,2,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1884,60,473,188.4,185.0106303252149,188.4,0.013999605178833,10,34228.933333333334
17.2,6,100.3,10.646360345816644,0.0,0.0,0.0,0.1,0.5,0.0,0.0,5,0,0,0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1187,60,230,118.7,74.29976820660718,118.7,0.0961286067962646,10,5520.455555555555
16.8,6,113.6,32.23186819858125,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1203,60,230,120.3,73.09362337288923,120.3,0.034069800376892,10,5342.677777777778
14.4,17,89.0,25.783826217066377,0.0,0.1,0.0,0.1,0.2,0.0,0.0,2,1,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,1860,60,414,186.0,138.20676941131035,186.0,0.0422252893447876,10,19101.11111111111
22.4,6,76.0,39.09059899158411,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1684,66,414,168.4,125.37517032225054,168.4,0.0293323993682861,10,15718.933333333332
11.2,0,61.3,66.42621507293843,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.5,0.0,0.0,0.5,0.5,952,60,218,95.2,64.03436577338766,95.2,0.0203827142715454,10,4100.400000000001
13.6,6,137.6,35.72590996939583,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.2,0.0,1.0,1.0,1360,60,224,136.0,79.42571651829428,136.0,0.0360175848007202,10,6308.444444444444
17.6,17,87.3,41.04369065046697,0.0,0.1,0.0,0.1,0.3,0.0,0.0,3,1,0,0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.1,0.0,0.0,0.9,0.9,1826,60,345,182.6,123.82083831084331,182.6,0.0328248977661132,10,15331.600000000002
21.6,6,99.6,14.721143350519624,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1459,66,414,145.9,108.99587148144649,145.9,0.0688355207443237,10,11880.1
14.4,17,89.1,13.576848651444694,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.9,2147,60,345,214.7,104.6847648896438,214.7,0.0750363826751709,10,10958.899999999998
20.0,6,136.0,27.677355836107026,0.0,0.0,0.0,0.1,0.5,0.0,0.0,5,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1710,60,414,171.0,128.96252685696467,171.0,0.0369655132293701,10,16631.333333333332
20.8,6,80.9,25.087110681525644,0.0,0.1,0.0,0.2,0.4,0.0,0.0,4,1,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1645,66,345,164.5,107.68911014789028,164.5,0.0400161981582641,10,11596.944444444443
14.4,17,94.0,18.15139258780976,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,1917,66,345,191.7,94.84144663595131,191.7,0.0611141920089721,10,8994.9
18.4,6,103.9,33.91498903139052,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1385,60,339,138.5,97.77894570009548,138.5,0.0344331979751586,10,9560.722222222224
22.8,6,148.7,23.20616971587505,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1213,60,214,121.3,66.38615986952568,121.3,0.0445379972457885,10,4407.122222222222
4.8,0,38.4,42.712070835391216,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.4,0.3,0.0,0.6,0.6,2091,60,373,209.1,156.2629194658797,209.1,0.0250617980957031,10,24418.1
11.2,17,120.9,13.12351416855078,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0,0.8,0.8,1510,60,339,151.0,92.9013814034359,151.0,0.0774766206741333,10,8630.666666666666
15.2,17,115.4,109.9444550751914,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,901,60,214,90.1,47.9778884255839,90.1,0.0098623991012573,10,2301.8777777777777
4.0,17,67.1,44.180564699190505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.0,0.8,0.8,2536,60,373,253.6,139.03253016630475,253.6,0.0266719818115234,10,19330.044444444444
15.2,6,69.7,34.31024553688289,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.3,0.0,1.0,1.0,1584,66,224,158.4,63.29332069377025,158.4,0.0463765144348144,10,4006.0444444444447
18.4,6,99.8,37.77934104417989,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.2,0.0,1.0,1.0,1913,60,373,191.3,129.13563067996031,191.3,0.035278296470642,10,16676.011111111107
18.8,6,52.8,30.57177614685051,0.0,0.1,0.0,0.3,0.6,0.0,0.0,6,1,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1283,60,345,128.3,113.48817853268535,128.3,0.0330749988555908,10,12879.566666666666
16.8,6,163.3,25.761639191214407,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,1654,60,479,165.4,133.64397147313124,165.4,0.0440880060195922,10,17860.711111111115
18.8,6,89.5,246.4135735015921,0.0,0.0,0.0,0.7,0.9,0.0,0.0,9,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6986,60,5533,698.6,1704.254623647013,698.6,0.0047785997390747,10,2904483.8222222216
13.2,6,55.9,47.91015384053038,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.4,0.0,0.0,0.6,0.6,1287,60,592,128.7,166.80264453006205,128.7,0.0210109949111938,10,27823.122222222228
16.4,6,119.1,23.596819554798437,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1138,60,230,113.8,59.1284853330252,113.8,0.0425380945205688,10,3496.177777777777
12.0,17,62.0,41.38680138932744,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.1,0.1,0.0,0.9,0.9,1104,60,320,110.4,79.0459781814778,110.4,0.0260611057281494,10,6248.266666666666
19.2,6,53.1,94.87121837572522,0.0,0.1,0.0,0.2,0.9,0.0,0.0,9,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,4960,60,1214,496.0,523.5799843385918,496.0,0.0126271963119506,10,274136.0
13.6,6,59.7,39.33973315825264,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.0,0.9,0.9,1076,60,321,107.6,80.82518859310575,107.6,0.026085090637207,10,6532.711111111112
20.0,6,85.5,36.13293613531381,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2235,60,683,223.5,218.65967976642503,223.5,0.0288511991500854,10,47812.05555555556
15.2,6,60.3,97.41553983435448,0.2,0.0,0.0,0.2,0.6,0.0,0.0,6,0,2,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1602,60,571,160.2,154.18372878557005,160.2,0.0177034139633178,10,23772.622222222228
10.8,17,106.0,50.6934981900808,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,1214,60,224,121.4,63.97082668425246,121.4,0.020296287536621,10,4092.266666666666
17.2,6,127.2,22.93193688652357,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1119,60,214,111.9,70.80089453295535,111.9,0.0505773067474365,10,5012.766666666666
20.8,6,111.9,41.11333184993643,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.0,0.9,0.9,1083,60,214,108.3,62.5354121900366,108.3,0.0277342081069946,10,3910.6777777777775
17.6,6,112.4,42.307263229139664,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1186,66,214,118.6,49.64361881338717,118.6,0.0316151857376098,10,2464.4888888888886
31.2,6,185.6,115.3307889440051,0.0,0.2,0.0,0.5,0.8,0.0,0.0,8,2,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,2839,66,1424,283.9,416.3087662887834,283.9,0.0115645170211791,10,173312.98888888885
32.0,6,115.3,157.50533241205275,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1017,66,192,101.7,51.35075461957692,101.7,0.0080567836761474,10,2636.9
18.0,6,187.1,49.140041310259264,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1116,60,230,111.6,53.406616319204,111.6,0.0218790054321289,10,2852.2666666666664
33.6,6,80.9,89.24430826843695,0.1,0.2,0.0,0.3,0.9,0.0,0.0,9,2,1,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1422,66,691,142.2,194.86451133487023,142.2,0.0120796918869018,10,37972.17777777777
26.0,6,112.6,37.88567376783384,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2923,60,1912,292.3,577.5873286544835,292.3,0.027415919303894,10,333607.1222222223
27.2,6,151.3,97.44201876679963,0.2,0.0,0.2,0.5,0.7,0.0,0.0,7,0,2,2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1602,60,538,160.2,148.92041125678134,160.2,0.0102627992630004,10,22177.28888888889
16.4,17,172.3,39.25725490563124,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1269,66,236,126.9,54.22268897795461,126.9,0.0287760019302368,10,2940.1000000000004
16.4,6,229.6,30.84487051829452,0.0,0.0,0.0,0.5,0.7,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1551,60,349,155.1,109.39982734091596,155.1,0.0350868940353393,10,11968.32222222222
8.4,17,210.5,64.70684247633065,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.1,0.0,1.0,1.0,2345,60,358,234.5,119.57447702396844,234.5,0.0165802001953125,10,14298.055555555557
8.0,17,138.3,71.42961270040225,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.1,0.2,0.0,0.9,0.9,1710,60,231,171.0,62.806581396113785,171.0,0.0157747030258178,10,3944.6666666666665
16.8,6,121.5,32.71813041216084,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,1175,60,230,117.5,58.41660722773961,117.5,0.0361779928207397,10,3412.5
20.8,6,116.3,25.641222522047773,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,917,60,230,91.7,52.81634847910888,91.7,0.040447998046875,10,2789.566666666667
27.2,6,179.9,28.43033108022005,0.2,0.0,0.0,0.3,0.8,0.0,0.0,8,0,2,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1032,66,306,103.2,73.13731377803444,103.2,0.0367804050445556,10,5349.066666666666
24.0,6,112.6,24.347608023795537,0.1,0.0,0.0,0.1,0.7,0.0,0.0,7,0,1,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1013,60,230,101.3,68.5793133694281,101.3,0.0457566976547241,10,4703.122222222221
12.4,17,131.8,13.641334997668066,0.0,0.1,0.0,0.1,0.2,0.0,0.0,2,1,0,0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.2,0.1,0.0,0.8,0.8,1083,60,214,108.3,59.00480206446477,108.3,0.0789829969406128,10,3481.566666666666
28.4,6,116.9,48.04411399169083,0.1,0.0,0.0,0.4,0.9,0.0,0.0,9,0,1,0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3287,66,1514,328.7,458.06720758712544,328.7,0.0222963094711303,10,209825.56666666665
19.6,6,105.9,55.66901501919208,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,937,60,214,93.7,51.751650537285606,93.7,0.0222229957580566,10,2678.2333333333336
9.6,17,75.9,456.7416231991376,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.1,0.0,1.0,1.0,1398,90,224,139.8,54.37687416948904,139.8,0.00607590675354,10,2956.8444444444444
15.2,17,127.0,45.41614917593097,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1210,66,214,121.0,53.73391232111555,121.0,0.0222682952880859,10,2887.333333333333
29.6,6,154.3,21.42130310121624,0.0,0.3,0.0,0.3,0.6,0.0,0.0,6,3,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1133,66,230,113.3,60.43922567339856,113.3,0.0522583961486816,10,3652.9
18.8,6,116.1,28.41548091104513,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1149,60,230,114.9,59.95451979996541,114.9,0.0381660938262939,10,3594.5444444444447
32.0,6,159.5,92.73524833734258,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6907,66,1494,690.7,669.8132492634712,690.7,0.0120666980743408,10,448649.78888888896
32.0,6,118.0,203.45489294410973,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1095,66,212,109.5,59.45539878299064,109.5,0.0049155950546264,10,3534.9444444444443
32.0,6,135.7,240.9688613121912,0.2,0.0,0.0,0.3,1.0,0.0,0.0,10,0,2,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1294,66,566,129.4,157.226093395608,129.4,0.0042758226394653,10,24720.044444444444
7.2,17,68.5,63.97666866483933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.9,0.9,704,60,94,70.4,14.06492880260054,70.4,0.0197510957717895,10,197.82222222222225
12.0,17,108.5,31.13305260688871,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,1224,60,230,122.4,69.31281747748152,122.4,0.041781997680664,10,4804.266666666666
